Date,Close,Open,High,Low,Change %
6/25/2021,"4,280.70","4,274.40","4,286.10","4,271.20",0.33%
6/28/2021,"4,290.60","4,284.90","4,292.10","4,274.70",0.23%
6/29/2021,"4,291.80","4,293.20","4,300.50","4,287.00",0.03%
6/30/2021,"4,297.50","4,290.60","4,302.40","4,288.00",0.13%
7/1/2021,"4,319.90","4,300.70","4,320.70","4,300.70",0.52%
7/2/2021,"4,352.30","4,326.60","4,355.40","4,326.60",0.75%
7/6/2021,"4,343.50","4,356.50","4,356.50","4,314.40",-0.20%
7/7/2021,"4,358.10","4,351.00","4,361.90","4,329.80",0.34%
7/8/2021,"4,320.80","4,321.10","4,330.90","4,289.40",-0.86%
7/9/2021,"4,369.60","4,329.40","4,371.60","4,329.40",1.13%
7/12/2021,"4,384.60","4,372.40","4,386.70","4,364.00",0.34%
7/13/2021,"4,369.20","4,381.10","4,392.40","4,366.90",-0.35%
7/14/2021,"4,374.30","4,380.10","4,393.70","4,362.40",0.12%
7/15/2021,"4,360.00","4,369.00","4,369.00","4,340.70",-0.33%
7/16/2021,"4,327.20","4,367.40","4,375.10","4,322.50",-0.75%
7/19/2021,"4,258.50","4,296.40","4,296.40","4,233.10",-1.59%
7/20/2021,"4,323.10","4,265.10","4,336.80","4,262.10",1.52%
7/21/2021,"4,358.70","4,331.10","4,359.70","4,331.10",0.82%
7/22/2021,"4,367.50","4,361.30","4,369.90","4,350.10",0.20%
7/23/2021,"4,411.80","4,381.20","4,415.20","4,381.20",1.01%
7/26/2021,"4,422.30","4,409.60","4,422.70","4,405.40",0.24%
7/27/2021,"4,401.50","4,416.40","4,416.40","4,372.50",-0.47%
7/28/2021,"4,400.60","4,402.90","4,415.50","4,387.00",-0.02%
7/29/2021,"4,419.10","4,403.60","4,430.00","4,403.60",0.42%
7/30/2021,"4,395.30","4,395.10","4,412.20","4,389.60",-0.54%
8/2/2021,"4,387.20","4,406.90","4,422.20","4,384.80",-0.18%
8/3/2021,"4,423.10","4,392.70","4,423.80","4,373.00",0.82%
8/4/2021,"4,402.70","4,415.90","4,416.20","4,400.20",-0.46%
8/5/2021,"4,429.10","4,408.90","4,429.80","4,408.90",0.60%
8/6/2021,"4,436.50","4,429.10","4,440.80","4,429.10",0.17%
8/9/2021,"4,432.40","4,437.80","4,439.40","4,424.70",-0.09%
8/10/2021,"4,436.80","4,435.80","4,445.20","4,430.00",0.10%
8/11/2021,"4,447.70","4,442.20","4,449.40","4,436.40",0.25%
8/12/2021,"4,460.80","4,446.10","4,461.80","4,436.00",0.29%
8/13/2021,"4,468.00","4,464.80","4,468.40","4,460.80",0.16%
8/16/2021,"4,479.70","4,461.60","4,480.30","4,437.70",0.26%
8/17/2021,"4,448.10","4,462.10","4,462.10","4,417.80",-0.71%
8/18/2021,"4,400.30","4,440.90","4,454.30","4,397.60",-1.07%
8/19/2021,"4,405.80","4,382.40","4,418.60","4,367.70",0.12%
8/20/2021,"4,441.70","4,410.60","4,444.40","4,406.80",0.81%
8/23/2021,"4,479.50","4,450.30","4,489.90","4,450.30",0.85%
8/24/2021,"4,486.20","4,484.40","4,492.80","4,482.30",0.15%
8/25/2021,"4,496.20","4,490.40","4,501.70","4,485.70",0.22%
8/26/2021,"4,470.00","4,493.80","4,495.90","4,469.00",-0.58%
8/27/2021,"4,509.40","4,474.10","4,513.30","4,474.10",0.88%
8/30/2021,"4,528.80","4,513.80","4,537.40","4,513.80",0.43%
8/31/2021,"4,522.70","4,529.80","4,531.40","4,515.80",-0.13%
9/1/2021,"4,524.10","4,528.80","4,537.10","4,522.00",0.03%
9/2/2021,"4,536.90","4,534.50","4,545.90","4,524.70",0.28%
9/3/2021,"4,535.40","4,532.40","4,541.40","4,521.30",-0.03%
9/7/2021,"4,520.00","4,535.40","4,535.40","4,513.00",-0.34%
9/8/2021,"4,514.10","4,518.10","4,521.80","4,493.90",-0.13%
9/9/2021,"4,493.30","4,513.00","4,529.90","4,492.10",-0.46%
9/10/2021,"4,458.60","4,506.90","4,520.50","4,457.70",-0.77%
9/13/2021,"4,468.70","4,474.80","4,493.00","4,445.70",0.23%
9/14/2021,"4,443.10","4,479.30","4,485.70","4,435.50",-0.57%
9/15/2021,"4,480.70","4,447.50","4,486.90","4,438.40",0.85%
9/16/2021,"4,473.80","4,477.10","4,485.90","4,443.80",-0.15%
9/17/2021,"4,433.00","4,469.70","4,471.50","4,427.80",-0.91%
9/20/2021,"4,357.70","4,402.90","4,402.90","4,305.90",-1.70%
9/21/2021,"4,354.20","4,374.40","4,394.90","4,348.00",-0.08%
9/22/2021,"4,395.60","4,367.40","4,416.80","4,367.40",0.95%
9/23/2021,"4,449.00","4,406.80","4,465.40","4,406.80",1.21%
9/24/2021,"4,455.50","4,438.00","4,463.10","4,430.30",0.15%
9/27/2021,"4,443.10","4,442.10","4,457.30","4,436.20",-0.28%
9/28/2021,"4,352.60","4,419.50","4,419.50","4,346.30",-2.04%
9/29/2021,"4,359.50","4,362.40","4,385.60","4,355.10",0.16%
9/30/2021,"4,307.50","4,370.70","4,382.60","4,306.20",-1.19%
10/1/2021,"4,357.00","4,317.20","4,375.20","4,288.50",1.15%
10/4/2021,"4,300.50","4,348.80","4,355.50","4,278.90",-1.30%
10/5/2021,"4,345.70","4,309.90","4,369.20","4,309.90",1.05%
10/6/2021,"4,363.60","4,319.60","4,365.60","4,290.50",0.41%
10/7/2021,"4,399.80","4,383.70","4,430.00","4,383.70",0.83%
10/8/2021,"4,391.30","4,406.50","4,412.00","4,386.20",-0.19%
10/11/2021,"4,361.20","4,385.40","4,415.90","4,360.60",-0.69%
10/12/2021,"4,350.60","4,368.30","4,374.90","4,342.10",-0.24%
10/13/2021,"4,363.80","4,358.00","4,372.90","4,329.90",0.30%
10/14/2021,"4,438.30","4,386.80","4,439.70","4,386.80",1.71%
10/15/2021,"4,471.40","4,447.70","4,475.80","4,447.70",0.75%
10/18/2021,"4,486.50","4,463.70","4,488.80","4,447.50",0.34%
10/19/2021,"4,519.60","4,497.30","4,520.40","4,496.40",0.74%
10/20/2021,"4,536.20","4,524.40","4,540.90","4,524.40",0.37%
10/21/2021,"4,549.80","4,532.20","4,551.40","4,526.90",0.30%
10/22/2021,"4,544.90","4,546.10","4,559.70","4,524.00",-0.11%
10/25/2021,"4,566.50","4,553.70","4,572.60","4,537.40",0.48%
10/26/2021,"4,574.80","4,578.70","4,598.50","4,569.20",0.18%
10/27/2021,"4,551.70","4,580.20","4,584.60","4,551.70",-0.50%
10/28/2021,"4,596.40","4,562.80","4,597.60","4,562.80",0.98%
10/29/2021,"4,605.40","4,572.90","4,608.10","4,567.60",0.20%
11/1/2021,"4,613.70","4,610.60","4,620.30","4,595.10",0.18%
11/2/2021,"4,630.60","4,613.30","4,635.10","4,613.30",0.37%
11/3/2021,"4,660.60","4,630.60","4,663.50","4,621.20",0.65%
11/4/2021,"4,680.10","4,662.90","4,683.00","4,662.60",0.42%
11/5/2021,"4,697.50","4,699.30","4,718.50","4,681.30",0.37%
11/8/2021,"4,701.70","4,701.50","4,714.90","4,694.40",0.09%
11/9/2021,"4,685.20","4,707.20","4,708.50","4,670.90",-0.35%
11/10/2021,"4,646.70","4,670.30","4,684.90","4,630.90",-0.82%
11/11/2021,"4,649.30","4,659.40","4,664.60","4,648.30",0.06%
11/12/2021,"4,682.90","4,655.20","4,688.50","4,650.80",0.72%
11/15/2021,"4,682.80","4,689.30","4,697.40","4,672.90",0.00%
11/16/2021,"4,700.90","4,679.40","4,714.90","4,679.40",0.39%
11/17/2021,"4,688.70","4,701.50","4,701.50","4,684.40",-0.26%
11/18/2021,"4,704.50","4,700.70","4,708.80","4,672.80",0.34%
11/19/2021,"4,698.00","4,708.40","4,717.80","4,694.20",-0.14%
11/22/2021,"4,682.90","4,712.00","4,743.80","4,682.20",-0.32%
11/23/2021,"4,690.70","4,678.50","4,699.40","4,652.70",0.17%
11/24/2021,"4,701.50","4,675.80","4,702.90","4,659.90",0.23%
11/26/2021,"4,594.60","4,664.60","4,664.60","4,585.40",-2.27%
11/29/2021,"4,655.30","4,628.80","4,672.90","4,625.30",1.32%
11/30/2021,"4,567.00","4,640.20","4,646.00","4,560.00",-1.90%
12/1/2021,"4,513.00","4,602.80","4,652.90","4,510.30",-1.18%
